Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.pss.json	19923	-	0	0	0	0	0	0	7	213	0	0	0	0	0	0	0	1	0	0	168	129	0	0	0	0	6	0	1
fsh-generated/resources/AllergyIntolerance-allergy-to-sulfonamide.json	482	5	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	13	13	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-getdatatocollect-return2.json	2951	6	0	0	0	0	11	0	1	362	0	0	0	0	0	0	0	0	0	0	30	44	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-getdatatocollect2-data.json	3073	5	0	0	0	0	11	0	0	94	0	0	0	0	0	0	0	0	0	0	29	26	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-getrecommendations-data3.json	2201	5	0	0	0	0	5	0	0	5	0	0	0	0	0	0	0	1	0	0	23	24	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-getrecommendations2-data.json	4016	5	0	0	0	0	5	0	1	18	0	0	0	0	0	0	0	0	0	0	60	37	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-getrecommendations2-return.json	5034	5	0	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	37	47	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-getrecommendations3-return.json	1815	5	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	22	34	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-radiology-getdiagnoses-return.json	6675	5	0	0	0	0	6	0	1	13	0	0	0	0	0	0	0	0	0	0	39	53	0	0	0	0	0	0	0
fsh-generated/resources/Bundle-radiology-getdiagnoses.json	1241	5	1	0	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	13	21	0	0	0	0	0	0	0
fsh-generated/resources/Condition-proposed-diagnosis-head-trauma-v2.json	1069	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	16	15	0	0	0	0	0	0	0
fsh-generated/resources/Condition-proposed-diagnosis-head-trauma.json	1051	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	14	14	0	0	0	0	0	0	0
fsh-generated/resources/Condition-proposed-diagnosis-infection.json	1047	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0
fsh-generated/resources/Condition-proposed-diagnosis-post-trauma-ataxia.json	1065	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0
fsh-generated/resources/Condition-proposed-diagnosis-slow-progression-ataxia.json	1086	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	10	13	0	0	0	0	0	0	0
fsh-generated/resources/Condition-proposed-diagnosis-stroke.json	1041	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0
fsh-generated/resources/Condition-vulvovaginitis.json	1088	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-30551ce1-5a28-4356-b684-1e639094ad24.json	631	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-fluconazol.json	589	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	0
fsh-generated/resources/MedicationRequest-metronidazol.json	613	3	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	13	0	0	0	0	0	0	1
